Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
29,68,1100000,62,76,65,62,68,24.44,1
28,76,7000000,74,76,66,75,76,23.55,8
27,73,2400000,75,81,85,68,71,23.81,6
33,69,725000,62,80,63,65,62,21.88,2
27,70,1500000,70,75,63,63,64,21.63,8
26,78,7000000,73,57,78,72,71,23.89,8
30,80,17500000,66,66,79,80,80,21.91,6
30,71,1600000,72,78,74,69,62,25.25,2
36,75,1000000,73,52,85,76,72,24.22,5
27,71,1800000,70,66,71,72,67,23.15,6
26,76,3700000,75,84,63,76,68,22.91,1
23,78,3400000,70,77,77,73,70,19.24,6
23,82,15000000,74,68,67,71,70,22.59,1
29,74,3700000,67,62,79,66,74,24.76,8
31,69,975000,67,72,75,66,69,24.38,8
28,69,1300000,70,85,73,68,62,25.5,8
24,76,3100000,66,65,75,62,66,22.84,6
30,70,1300000,64,67,73,68,71,22.21,2
37,68,220000,62,63,76,66,63,23.16,6
23,79,4500000,72,79,56,67,71,21.89,2
23,80,6000000,72,62,78,70,74,23.37,8
25,78,7000000,71,74,67,72,69,22.92,8
28,73,2800000,67,73,77,67,70,23.72,6
30,71,1600000,69,67,75,71,69,21.46,2
27,74,2100000,68,59,80,74,71,21.62,5
33,69,725000,68,68,64,62,63,21.74,0
23,73,2000000,69,68,65,64,64,22.34,8
27,79,8500000,70,69,77,77,80,23.89,8
25,76,2600000,67,73,61,66,64,23.99,2
25,77,5000000,69,66,75,70,73,24.19,8
28,67,925000,62,82,52,65,61,23.57,2
32,74,2700000,74,57,79,79,70,22.88,6
31,69,1000000,69,69,78,61,64,23.89,6
24,91,102500000,81,56,88,85,85,23.45,6
35,69,425000,67,59,70,65,67,23.67,1
29,67,900000,66,66,66,62,63,21.5,8
22,78,5500000,74,69,79,74,74,22.64,3
32,70,1100000,68,60,74,65,70,23.63,8
25,74,2600000,72,76,67,72,73,22.53,8
24,80,13000000,77,64,75,78,77,22.15,8
33,74,2100000,73,92,79,76,74,25.99,6
29,82,25500000,74,57,76,84,82,23.37,8
26,73,1900000,66,75,63,68,66,23.18,1
29,74,3700000,72,67,65,70,71,21.5,8
28,72,2100000,68,77,69,67,65,21.45,2
30,72,2000000,69,59,80,72,75,23.7,6
31,68,825000,70,75,73,69,67,22.26,8
31,68,875000,68,61,80,64,66,24.07,2
31,70,1200000,63,61,81,70,70,22.84,2
25,73,2200000,66,86,69,65,72,21.11,2
20,84,15500000,72,69,75,68,75,21.33,8
24,76,3100000,71,69,71,65,68,21.13,2
34,70,525000,71,71,71,73,68,24.26,2
20,86,11500000,75,74,80,75,69,24.03,2
21,85,12000000,71,56,70,68,68,21.33,8
33,69,725000,66,66,71,63,67,23.41,1
28,70,1400000,65,60,81,66,65,24.28,6
34,73,1000000,72,61,74,75,70,21.68,8
25,80,9500000,76,64,72,76,74,22.53,0
29,72,2100000,68,79,58,70,66,22.98,2
32,75,3600000,70,61,84,76,75,23.12,8
31,77,7000000,76,55,81,78,76,24.19,6
35,80,5500000,83,63,80,82,80,23.12,8
35,76,2300000,76,73,66,75,72,20.98,8
29,69,1200000,64,76,72,68,68,23.24,2
23,80,6000000,68,66,77,68,74,23.89,2
23,85,26000000,78,70,74,75,79,25.47,2
21,80,4000000,67,91,55,71,65,20.76,8
33,83,17500000,75,35,85,86,85,23.87,6
33,70,825000,64,70,66,67,71,23.04,8
31,74,3100000,71,69,69,72,71,24.21,8
28,71,1700000,68,71,76,69,68,23.04,8
34,69,500000,68,81,62,71,62,22.15,2
27,68,1300000,66,90,67,62,64,24.62,8
32,71,1300000,68,71,85,65,68,23.37,0
24,76,3800000,69,77,68,72,70,23.94,8
31,69,1000000,69,72,72,65,64,22.09,8
28,70,1400000,70,72,70,63,65,23.3,2
28,65,650000,63,79,64,58,61,23.99,2
31,81,17500000,78,74,79,82,81,23.46,3
23,81,8000000,72,71,66,72,70,22.2,2
28,72,1800000,65,54,77,71,73,23.16,8
21,84,20000000,76,55,78,75,74,21.7,2
24,75,2200000,70,78,64,69,66,23.77,2
34,71,600000,68,54,79,72,69,23.59,6
23,80,10000000,65,79,78,73,72,26.12,0
25,74,2100000,67,83,52,67,65,22.31,2
29,76,6500000,71,61,74,75,78,21.04,0
22,80,6500000,67,70,67,66,71,22.28,2
35,74,1200000,69,68,74,77,79,21.71,8
24,82,15000000,76,75,67,75,74,23.12,8
26,79,8500000,74,62,79,77,76,24.38,8
26,73,2500000,66,60,75,64,72,21.62,2
31,73,2200000,70,75,64,70,70,22.02,2
25,75,5500000,67,56,74,74,69,22.74,8
30,68,1000000,64,73,75,61,61,22.89,0
32,73,2100000,71,55,72,71,71,21.62,2
28,68,1100000,68,52,76,68,68,22.5,8
34,71,700000,67,66,80,73,72,23.89,6
24,78,3400000,65,81,75,76,80,22.46,3
32,74,2900000,71,62,77,73,73,25.98,6
21,76,5000000,70,61,78,73,75,25.31,5
33,74,2200000,65,66,73,75,75,23.72,6
25,72,2400000,71,74,51,71,69,21.78,2
26,71,1700000,63,82,49,62,70,21.05,2
35,71,675000,72,69,69,77,71,23.36,8
34,73,1100000,72,88,58,74,73,23.53,0
25,76,3700000,64,44,81,70,73,22.48,6
31,72,1700000,69,73,69,70,71,22.4,6
29,72,2100000,65,68,71,65,66,24.06,2
24,80,6000000,71,62,74,74,71,21.39,8
30,64,475000,67,81,73,62,61,23.36,8
32,68,825000,64,71,69,62,64,24.15,8
31,74,3100000,74,77,58,72,72,21.45,2
34,73,1100000,71,65,72,72,72,22.69,6
33,70,825000,69,73,66,71,65,22.72,2
27,78,11000000,73,69,66,76,77,21.13,8
29,73,2700000,65,67,69,67,73,23.15,2
26,74,3900000,73,70,69,73,70,22.98,3
30,73,2600000,69,67,72,70,68,24.21,0
29,83,30500000,77,42,81,86,81,23.91,8
26,75,2800000,66,56,76,65,69,21.84,2
25,79,7000000,74,67,73,75,76,21.2,8
31,72,1700000,71,72,63,68,73,23.36,2
32,75,3700000,73,58,82,80,72,23.89,3
21,81,8000000,73,63,76,69,68,24.84,8
27,67,950000,66,75,84,64,64,24.9,2
28,82,24500000,74,53,84,82,80,22.92,3
32,71,1300000,59,80,71,63,73,22.86,2
29,72,2100000,69,71,63,69,69,21.68,8
24,75,2200000,63,82,60,64,63,22.05,2
23,83,11500000,74,67,74,74,75,19.73,6
25,77,5000000,70,61,66,69,71,24.38,2
32,66,600000,64,77,62,66,58,20.9,8
31,73,2200000,64,54,80,75,70,21.97,6
27,74,3200000,69,64,71,65,67,21.04,2
24,78,5500000,79,71,60,77,71,21.46,2
36,69,120000,67,68,71,69,75,22.72,8
33,75,2700000,64,70,72,76,74,22.09,6
22,81,6500000,67,72,64,67,71,24.16,2
28,71,1700000,69,69,68,65,71,22.59,8
24,75,2100000,67,69,65,62,64,23.3,2
21,83,4400000,67,75,59,70,68,20.83,8
21,71,2000000,73,76,54,64,67,22.28,2
25,83,19000000,71,68,62,76,76,21.14,2
32,70,1100000,65,62,80,68,67,26.79,2
27,71,1800000,68,80,66,64,67,25.06,2
24,77,3300000,67,69,72,70,61,22.41,2
25,78,5500000,67,75,60,69,73,22.41,2
26,71,1600000,64,71,72,64,63,24.39,2
23,78,3600000,70,74,68,64,66,23.24,8
36,68,100000,67,81,68,67,69,23.31,2
25,77,3800000,66,70,75,70,71,24.21,3
28,75,4000000,74,68,68,75,76,21.27,6
25,77,3200000,69,70,66,66,69,19.57,2
27,67,875000,65,74,79,64,65,23.67,6
37,68,100000,67,74,59,64,67,22.05,2
26,75,3500000,67,68,73,71,74,21.97,8
29,85,45000000,75,59,79,87,85,21.84,6
35,70,500000,67,56,81,70,63,25.88,2
35,71,525000,71,53,75,75,70,23.45,8
25,78,7000000,71,72,74,72,76,21.91,8
34,79,5500000,68,46,84,75,82,22.79,2
26,72,2000000,67,74,66,66,68,22.86,6
31,73,2100000,73,58,77,73,72,23.48,8
18,85,7000000,72,71,67,69,72,21.22,2
31,68,875000,65,78,48,68,57,20.98,2
30,68,650000,66,72,63,67,68,21.78,0
31,71,1400000,65,86,58,79,65,23.57,6
29,69,1200000,65,61,73,67,67,23.74,5
28,69,900000,63,72,71,69,72,23.46,0
20,85,9000000,68,73,65,69,68,21.78,2
33,71,975000,70,65,72,69,68,23.33,0
25,68,850000,65,67,72,62,62,22.94,8
26,69,1300000,69,75,68,65,68,22.6,8
21,78,3300000,66,80,73,68,68,22.64,8
34,73,1100000,73,66,71,70,67,24.21,2
28,66,775000,66,74,62,61,62,21.89,2
29,69,1200000,66,67,74,66,68,22.64,8
31,67,750000,66,72,72,66,62,26.15,2
23,76,2400000,67,80,64,62,70,22.2,8
35,69,425000,66,70,66,66,68,23.78,8
28,73,2800000,59,60,73,68,70,21.85,2
22,76,1800000,66,73,66,63,64,23.62,2
21,75,1300000,66,82,80,62,60,20.57,0
29,72,2000000,73,56,75,65,77,22.84,8
22,80,6000000,73,76,58,68,69,21.47,0
31,71,1400000,69,64,76,66,69,24.52,8
33,71,900000,62,54,91,67,68,22.94,6
24,76,3800000,67,70,76,72,64,25.36,2
26,79,8500000,74,64,82,74,74,24.45,3
34,70,500000,69,72,72,69,71,23.46,8
25,71,1600000,56,67,67,68,65,20.15,2
27,71,1700000,62,67,68,69,62,23.3,2
21,72,2400000,68,71,76,70,68,22.35,8
34,76,2300000,76,61,71,79,72,22.59,8
34,69,500000,68,72,74,70,68,23.67,8
31,79,12000000,77,61,76,82,81,23.41,6
24,73,1900000,67,81,74,62,63,23.67,8
29,71,1600000,68,60,72,69,71,24.42,2
32,76,5000000,68,67,71,68,76,23.18,8
27,77,6000000,64,68,90,65,76,24.28,6
26,71,1600000,62,66,71,63,65,25.8,0
25,73,1900000,63,70,72,62,68,22.34,8
28,68,1100000,64,69,65,63,63,22.78,2
27,72,2300000,72,66,65,68,69,22.72,2
26,76,3700000,69,61,70,70,72,22.31,8
33,73,950000,73,78,73,68,72,24.34,8
22,80,4000000,68,78,79,63,67,25.73,8
29,77,9000000,69,68,71,82,79,22.53,8
36,68,160000,68,55,73,72,72,25.88,8
21,79,3900000,67,72,84,68,66,22.75,0
31,69,1000000,70,73,66,64,64,22.53,2
28,76,7000000,73,82,68,75,73,22.39,8
25,72,1800000,70,73,61,63,70,22.6,2
23,80,6000000,71,76,66,69,69,22.09,0
22,79,4000000,67,74,65,64,62,21.67,2
31,75,4500000,74,43,86,74,73,22.79,8
29,69,1200000,65,66,84,67,69,23.15,8
32,70,1000000,67,64,82,72,67,23.77,6
27,68,1200000,71,51,73,66,67,24.1,2
36,86,12000000,65,57,91,89,88,24.31,6
22,79,6000000,74,75,63,69,73,22.66,8
37,75,1200000,70,72,64,70,71,23.3,8
30,66,500000,66,63,68,68,65,22.59,2
30,78,11500000,71,73,76,81,77,23.04,8
23,74,1700000,66,63,82,63,66,23.92,8
23,85,22000000,71,66,83,74,78,23.59,6
29,76,6500000,71,70,88,74,72,24.22,6
29,77,9000000,74,66,74,79,77,22.15,8
33,82,10500000,74,41,87,82,80,23.55,6
34,69,500000,63,73,69,66,64,23.46,8
32,71,1200000,63,52,75,70,76,23.72,6
32,72,1500000,73,34,84,70,72,24.08,0
28,80,14000000,73,46,84,78,77,20.04,8
31,74,2900000,72,66,74,75,76,22.99,6
25,73,3100000,69,72,64,65,76,23.3,8
34,74,1700000,61,34,90,73,70,24.65,2
28,72,2000000,72,47,80,72,68,23.89,0
25,71,1600000,68,87,56,65,67,21.61,2
27,69,850000,65,70,64,71,66,21.8,2
28,70,1400000,64,62,69,60,66,23.66,1
24,80,6000000,66,74,61,75,74,23.88,8
30,69,1200000,66,76,65,59,64,23.36,2
32,69,975000,68,74,80,65,67,22.09,2
30,65,400000,57,69,71,62,71,23.41,3
22,90,64000000,76,66,88,77,90,26.01,2
35,67,160000,68,80,58,65,66,23.88,8
28,64,575000,66,68,82,63,63,22.79,6
29,71,1600000,63,76,60,64,68,22.6,2
29,69,1200000,69,61,73,71,70,23.33,3
26,78,7000000,75,66,66,72,74,23.15,2
33,69,725000,67,71,64,69,70,21.95,6
33,66,300000,61,72,73,66,64,23.18,2
33,76,3600000,68,55,80,76,72,22.96,8
35,72,725000,73,75,59,76,75,21.2,8
25,75,2900000,65,70,68,67,66,21.2,2
28,67,1000000,66,77,78,57,68,22.65,2
31,68,650000,64,67,74,66,74,24.11,8
33,71,975000,71,63,73,75,73,22.84,6
30,72,2000000,67,58,74,70,72,23.89,8
23,81,5000000,67,78,66,67,67,23.39,0
23,73,1700000,65,67,78,62,60,23.41,2
31,68,875000,65,76,77,64,64,25.61,8
24,81,10000000,73,64,80,76,79,21.97,8
29,75,4700000,65,58,85,72,75,24.84,8
26,76,3700000,64,73,62,67,66,21.22,2
22,82,9000000,70,70,53,65,71,22.72,2
24,74,2100000,68,80,64,63,64,21.46,8
36,77,1800000,72,36,80,78,75,22.45,8
21,81,8000000,70,69,80,74,75,20.31,6
25,76,2600000,66,77,68,65,68,23.84,8
29,68,1100000,64,83,65,63,63,24.73,8
33,67,180000,63,83,48,68,65,22.99,2
30,70,1400000,64,67,66,70,68,23.77,5
25,70,1400000,66,67,71,63,63,22.84,8
29,71,1600000,72,77,68,72,70,24.26,6
29,67,900000,65,89,68,58,66,24.91,6
27,69,1300000,64,77,71,67,65,22.98,8
30,67,875000,64,78,70,61,61,24.39,0
28,68,800000,69,83,68,64,70,24.57,6
23,79,6000000,67,90,61,72,69,22.84,2
29,71,1600000,69,67,66,66,70,22.41,2
22,79,4600000,67,72,66,67,70,23.89,2
31,70,1200000,69,65,71,65,67,22.45,8
25,77,5000000,70,66,82,75,73,24.26,2
25,83,25000000,76,57,82,79,80,23.96,8
30,71,1600000,64,82,66,64,72,25.01,0
22,76,2600000,64,72,76,61,65,22.84,2
31,69,750000,64,69,78,69,70,24.22,2
23,80,6000000,63,69,67,72,69,20.9,2
23,79,6000000,64,76,77,72,74,24.26,2
22,75,2600000,70,69,66,70,71,23.67,8
20,82,4900000,69,81,68,70,69,21.72,8
27,69,1300000,63,68,70,63,62,21.79,2
27,74,3100000,68,71,76,75,74,20.53,2
29,64,575000,65,81,68,61,64,22.39,6
26,73,1900000,66,65,66,62,67,22.45,2
27,75,4400000,70,68,60,74,73,23.99,8
32,76,4900000,75,66,77,76,76,25.08,8
31,67,750000,62,65,71,65,64,23.63,2
28,71,1700000,67,56,75,64,66,22.07,2
26,78,6500000,70,55,91,70,71,18.79,0
28,67,925000,66,76,71,65,62,22.72,8
20,81,3300000,64,82,49,68,64,19.82,2
35,80,5500000,77,53,82,79,79,22.31,6
31,71,1400000,66,49,84,70,68,23.08,8
27,69,1300000,66,78,68,68,59,24.39,8
23,79,3400000,64,64,54,65,69,22.09,8
26,69,1300000,66,74,74,64,63,23.04,8
29,67,900000,62,67,79,63,63,24.19,8
23,76,2400000,66,66,75,67,67,22.74,0
33,77,5000000,75,60,72,76,81,21.68,8
30,78,11500000,78,33,93,77,75,23.37,2
30,70,1300000,67,63,76,67,69,23.37,8
36,64,180000,63,63,74,70,63,20.16,6
31,72,1700000,68,76,57,70,71,20.48,8
23,84,20000000,74,71,77,78,78,22.99,8
27,68,1200000,68,80,65,65,66,22.72,6
36,71,425000,70,59,72,74,76,24.38,5
29,82,24000000,75,67,78,85,82,22.72,6
24,76,3800000,72,65,76,65,73,23.55,2
27,69,1300000,68,73,69,59,65,23.04,2
32,72,1900000,65,75,75,74,77,25.66,8
37,70,350000,64,86,67,72,71,23.89,2
28,69,1300000,67,68,65,68,67,24.49,6
28,73,2800000,72,70,74,67,75,23.46,2
21,79,4000000,68,75,64,66,65,20.91,2
31,74,2900000,72,55,82,75,69,22.79,6
31,72,1700000,63,68,75,69,70,24.44,8
29,68,1100000,59,67,67,62,64,23.67,6
34,67,375000,62,83,68,65,66,22.2,6
29,73,2500000,70,67,78,75,72,24.52,8
30,69,1200000,62,75,72,67,65,21.8,8
27,80,17500000,68,61,85,79,81,22.26,6
28,81,20000000,76,59,86,80,79,22.48,3
35,71,725000,68,68,74,68,69,23.15,5
25,73,1900000,67,59,76,61,67,22.74,2
34,72,950000,46,60,81,70,71,25.13,6
29,69,1200000,68,65,71,65,63,23.67,8
29,68,750000,68,59,71,69,68,22.5,8
28,72,2100000,66,64,72,70,65,23.89,2
25,76,4100000,68,46,78,73,70,20.81,2
33,66,450000,68,68,73,64,65,24.49,8
28,69,825000,62,58,72,66,65,23.96,8
24,74,2000000,66,56,79,65,62,23.29,6
31,68,875000,67,68,67,65,66,20.83,2
23,75,2000000,65,45,77,66,66,22.71,2
30,67,825000,64,65,79,62,65,22.69,6
26,73,1900000,70,68,64,64,65,24.76,2
33,70,825000,73,68,70,68,71,23.36,2
31,65,525000,65,76,58,64,62,23.66,2
26,82,20500000,67,63,80,78,80,24.76,2
25,72,2300000,72,60,73,71,73,23.55,2
26,73,2500000,69,65,64,71,72,19.81,8
26,79,8500000,67,40,91,73,73,23.2,8
23,76,2300000,66,72,60,60,63,23.12,0
31,76,5000000,67,42,90,77,74,23.03,6
34,76,2900000,71,46,92,75,67,23.2,6
30,65,625000,59,83,70,50,57,25.65,0
26,88,74000000,72,56,86,86,82,22.63,6
31,73,2200000,69,65,71,70,74,21.74,2
22,79,4000000,72,51,84,70,70,23.55,6
28,73,2800000,69,73,67,67,70,21.88,2
32,67,700000,67,90,67,63,63,21.8,8
25,75,2400000,67,74,63,66,66,23.18,8
29,72,2100000,71,68,72,64,73,24.62,2
22,78,3000000,69,62,78,69,71,23.59,6
27,73,2500000,66,78,66,65,69,23.39,2
32,71,1500000,73,43,82,72,71,22.59,6
27,64,475000,65,75,71,63,64,22.72,6
22,72,1500000,61,84,55,55,62,22.99,2
33,66,300000,63,74,60,64,63,23.3,2
32,72,1500000,66,68,77,72,72,23.25,8
34,70,525000,65,67,72,71,70,22.74,6
25,71,1400000,65,73,72,68,65,23.77,8
30,72,1900000,71,67,73,72,72,22.22,8
37,71,275000,67,68,65,66,79,23.32,8
24,75,2400000,70,70,72,72,73,21.85,8
23,80,6000000,71,55,83,70,77,22.96,6
31,70,1200000,65,74,70,66,65,23.3,0
34,70,575000,71,70,70,72,72,24.21,2
22,76,2600000,64,90,78,61,60,21.98,0
35,75,1500000,74,53,84,76,73,23.89,8
29,70,1400000,73,68,72,60,65,22.78,2
29,71,1600000,58,87,32,56,72,23.31,1
29,67,850000,70,62,71,66,63,22.07,8
25,73,1600000,66,67,81,66,63,23.1,8
36,74,750000,66,47,81,72,73,26.59,2
25,74,1900000,64,74,56,65,64,23.36,8
37,73,550000,68,61,74,73,67,24.11,8
32,68,775000,68,66,74,66,63,23.2,6
25,71,1900000,62,72,65,57,77,24.3,8
31,78,10000000,73,45,82,82,80,24.92,5
27,74,2500000,70,67,76,71,75,23.55,6
30,62,375000,63,73,82,62,61,24.9,6
23,77,4000000,75,71,70,76,78,20.2,6
27,66,750000,64,74,63,60,60,21.53,6
22,79,4000000,64,67,71,72,69,26.23,0
27,71,1700000,69,60,74,58,62,23.41,2
26,74,3300000,67,67,79,70,70,24.15,2
24,73,1800000,70,59,75,66,68,25.54,8
35,73,800000,72,40,92,73,70,21.7,6
28,73,2800000,67,46,84,73,69,23.3,5
23,80,5500000,69,79,76,78,72,24.06,6
31,71,1400000,68,71,65,69,68,23.36,8
29,69,1200000,70,82,77,67,65,22.64,6
28,78,10000000,72,47,84,74,75,23.3,8
30,74,3600000,69,66,73,71,68,23.29,8
27,74,2500000,67,71,69,74,72,22.59,8
29,73,2700000,64,68,71,69,71,23.46,8
26,74,2300000,61,65,75,70,69,23.59,8
28,67,925000,63,57,80,61,60,23.74,0
32,64,375000,61,59,71,61,63,23.12,2
26,73,2500000,69,70,74,65,65,24.15,2
21,81,3400000,66,85,45,64,62,21.53,2
26,75,3500000,67,72,68,73,73,23.04,2
27,72,2000000,68,76,70,69,65,21.88,2
30,77,9000000,71,63,69,78,77,23.05,8
34,65,250000,64,66,63,65,65,21.91,8
21,75,2100000,65,77,63,61,63,21.88,0
24,82,15000000,73,80,61,72,74,21.14,2
30,76,6000000,74,63,75,77,77,21.97,8
32,63,325000,62,79,66,63,61,23.18,6
24,79,4500000,74,65,71,63,72,23.55,2
23,83,11500000,73,34,90,73,76,24.47,0
31,71,1300000,68,66,77,71,70,22.1,6
24,83,22500000,74,55,80,82,78,22.68,8
36,67,230000,58,91,63,66,60,22.49,8
32,68,825000,63,89,40,63,62,21.3,8
31,72,1700000,64,69,72,73,72,23.99,6
25,72,1700000,64,70,70,63,62,23.1,2
21,77,3000000,72,70,50,71,68,21.85,6
25,72,1700000,62,60,73,62,65,23.59,8
29,71,1600000,68,66,64,70,70,20.99,2
26,70,1100000,58,72,73,69,64,23.15,0
30,69,1200000,64,67,73,66,68,22.22,6
29,71,1800000,64,44,82,68,64,23.36,8
25,78,7000000,71,70,65,69,68,24.82,2
33,66,300000,67,78,63,65,67,22.84,0
25,78,4200000,68,74,72,74,74,21.37,8
29,70,1400000,70,77,58,59,66,23.67,8
24,78,4300000,69,84,67,67,70,20.9,2
27,68,1100000,62,72,48,66,61,21.22,2
28,76,5500000,72,63,84,74,72,25.64,6
21,78,14500000,68,59,74,77,81,23.85,8
31,67,750000,64,53,72,62,65,24.58,8
29,71,1600000,67,81,61,59,63,23.66,2
28,71,1700000,63,85,81,72,69,25.1,2
34,74,1700000,73,58,76,71,72,23.45,8
26,66,775000,56,72,70,58,59,25.47,2
25,75,2900000,68,70,72,70,67,22.89,2
29,66,750000,60,77,64,59,63,21.55,8
28,75,3100000,72,55,77,74,72,22.44,8
31,80,14500000,78,34,80,80,80,22.79,8
28,73,2200000,72,58,89,68,66,23.74,8
21,83,5000000,68,91,53,68,68,24.74,2
27,64,500000,58,71,65,58,57,24.3,2
29,74,3500000,71,74,70,76,80,24.49,8
20,84,9000000,71,95,33,66,70,23.34,2
28,72,2100000,67,73,69,67,68,21.8,8
26,70,1200000,62,82,63,64,63,23.67,2
30,67,825000,65,70,67,67,65,22.86,6
30,69,1200000,65,54,73,66,64,22.26,2
28,73,1900000,67,55,81,67,69,20.65,8
22,78,4400000,71,81,61,73,72,21.55,2
28,68,1100000,67,74,65,65,61,22.72,2
26,72,2000000,69,71,64,64,64,21.8,2
25,75,2400000,67,66,74,65,65,23.2,2
30,69,1200000,68,67,72,67,67,20.9,6
33,65,375000,58,71,78,65,58,21.6,8
27,72,2300000,68,73,67,73,66,23.15,8
21,81,6500000,75,86,53,75,73,22.39,2
30,77,8500000,77,54,82,81,74,22.68,6
32,70,975000,63,71,61,71,76,22.72,2
29,67,900000,64,73,68,65,56,21.85,8
32,70,1000000,63,48,77,69,66,24.12,8
29,66,750000,61,77,68,63,62,24.62,2
27,67,675000,67,70,71,66,61,26.37,2
23,78,3500000,68,80,60,70,71,22.39,8
36,68,220000,66,71,70,70,68,21.3,8
32,71,1300000,72,70,67,67,71,22.53,8
29,77,9500000,78,71,71,76,74,22.28,2
26,71,1700000,64,79,37,65,65,21.8,2
32,67,475000,61,79,57,67,68,22.86,8
36,69,140000,71,83,65,69,71,24.68,2
30,71,1600000,66,63,77,68,72,23.55,8
24,88,43500000,78,65,83,84,82,21.79,8
30,65,625000,65,69,57,52,59,20.52,6
35,70,425000,66,44,76,67,68,23.03,8
32,70,1100000,68,47,68,70,68,22.02,2
22,72,1300000,63,82,59,68,64,22.76,6
33,65,350000,66,69,75,64,64,21.8,8
32,78,9000000,62,63,80,79,80,22.45,6
30,83,30000000,74,31,94,82,85,23.95,8
26,68,1200000,64,66,75,65,65,23.29,2
31,70,1100000,70,52,77,71,67,21.39,6
35,68,325000,65,44,79,70,67,21.93,2
28,74,3800000,69,61,76,77,74,24.08,8
26,80,12000000,73,60,81,74,79,23.52,6
24,71,1300000,63,74,73,66,68,21.85,6
29,72,2000000,67,67,76,76,72,22.69,8
32,69,975000,73,70,62,70,71,21.63,2
28,72,2100000,70,75,65,67,74,24.06,6
25,71,1500000,70,71,60,62,67,24.26,8
32,66,600000,56,65,80,60,56,22.92,0
24,75,2200000,71,65,73,72,66,23.67,2
22,75,2300000,66,84,64,63,67,23.38,8
29,66,750000,62,72,69,62,62,22.41,2
23,77,3000000,67,76,62,70,64,22.57,2
31,65,525000,58,74,70,60,60,22.86,2
23,78,3300000,67,58,77,67,66,21.33,0
26,74,2300000,70,62,69,68,70,21.2,2
31,68,875000,63,84,57,63,62,22.72,2
27,72,2300000,65,72,66,73,70,20.52,2
22,78,3500000,66,74,67,68,67,23.62,2
29,68,1100000,64,65,69,66,69,22.5,0
30,74,3500000,70,56,75,75,74,22.84,8
24,80,6000000,70,71,74,67,70,24.49,8
34,69,450000,70,59,77,67,66,23.25,6
29,67,900000,62,70,67,66,64,22.53,2
27,72,1900000,68,60,85,68,67,25.73,8
23,78,3500000,62,75,68,71,66,21.71,2
34,71,650000,72,40,76,75,73,24.76,8
20,77,2500000,64,69,71,65,67,22.94,2
27,71,1700000,66,81,67,63,63,22.6,0
29,70,1400000,72,75,58,68,72,22.34,2
20,77,1600000,66,71,71,62,59,23.7,8
28,64,525000,60,76,55,58,55,20.91,2
25,75,5500000,72,58,76,74,74,24.45,8
30,77,8500000,63,50,83,77,78,22.71,3
30,72,1900000,72,64,73,72,68,23.81,6
32,67,700000,63,70,66,66,64,25.0,2
24,77,2700000,76,65,73,70,67,22.59,8
26,74,3300000,73,72,68,73,70,23.15,6
36,67,230000,65,66,67,64,66,25.06,5
22,89,44500000,72,57,81,83,80,20.78,6
28,67,925000,67,69,68,60,65,23.5,2
27,68,1200000,65,85,55,63,63,22.57,2
25,76,2500000,70,56,79,67,69,22.5,0
30,68,1000000,64,72,64,63,64,23.18,2
26,69,1100000,67,61,75,66,66,21.5,8
38,68,220000,64,63,77,69,68,25.95,8
32,69,575000,68,76,71,64,67,24.58,2
26,72,1700000,68,64,71,70,68,22.64,8
32,70,1000000,66,45,88,68,60,22.63,8
29,69,1200000,64,66,80,65,62,22.99,6
21,83,12000000,71,79,67,71,69,21.78,2
28,65,725000,68,69,72,62,65,26.75,8
30,64,550000,68,69,78,62,65,24.25,6
25,73,1800000,65,79,67,63,64,23.32,2
37,69,300000,65,67,61,73,70,24.76,0
31,74,3100000,70,58,71,78,77,23.48,6
25,70,1200000,64,68,68,64,65,22.53,0
22,82,4900000,72,72,75,72,69,23.55,6
24,83,11500000,72,51,75,75,73,19.19,6
26,76,3700000,63,75,69,74,70,23.12,2
31,68,875000,67,73,63,69,66,22.47,2
30,65,625000,62,77,78,58,62,23.59,6
33,71,1100000,70,80,65,72,73,20.9,8
33,64,275000,62,71,79,61,58,23.08,2
30,68,1000000,61,63,77,71,68,22.15,3
22,84,9000000,69,62,80,75,72,22.53,6
30,68,1000000,67,63,83,70,65,26.58,2
32,84,27500000,73,52,90,85,82,23.27,3
38,70,275000,70,67,77,68,67,23.41,6
22,83,12000000,76,62,73,77,72,22.74,2
23,76,2600000,62,57,73,63,62,22.35,2
34,68,450000,68,67,70,67,63,22.41,8
24,73,2000000,65,57,69,68,74,22.15,6
31,68,600000,65,48,87,62,64,24.94,8
28,73,2800000,70,66,78,70,70,23.2,2
22,75,2100000,63,67,67,65,63,22.79,8
31,79,9500000,69,61,78,79,78,21.79,6
29,66,750000,59,72,66,66,62,22.28,2
33,69,675000,64,55,76,70,71,23.48,8
34,65,250000,59,72,61,61,62,25.95,2
30,65,625000,62,77,58,61,60,22.79,5
29,69,1200000,61,56,86,60,64,23.3,2
29,72,2000000,66,55,89,74,63,24.59,2
36,71,425000,70,53,78,76,73,22.99,6
33,64,180000,64,63,66,63,61,22.5,6
26,67,925000,62,78,65,62,60,24.11,2
25,69,675000,65,64,73,62,66,24.76,8
30,77,8500000,65,54,83,79,75,24.33,8
36,66,190000,63,62,70,66,65,22.1,8
20,86,21500000,79,57,73,80,77,22.94,6
