Age,Potential,Value,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,SprintSpeed,LongShots,Aggression,Vision,BMI,Work Rate_NUM
28,78,14000000,73,74,77,61,76,87,73,48,73,21.62,1
27,74,3500000,62,77,76,72,76,63,59,58,73,21.67,3
29,71,1600000,68,68,64,65,65,68,56,83,63,23.51,6
24,76,3400000,72,68,76,59,72,69,69,75,72,21.55,0
27,68,1300000,63,70,65,69,67,63,73,66,68,22.92,8
33,70,1000000,67,65,69,57,67,91,65,68,75,21.74,8
28,68,1200000,61,67,67,63,70,55,65,72,70,19.6,8
34,76,3500000,74,83,75,82,80,38,68,54,85,23.72,8
32,73,2400000,74,75,73,72,75,67,70,67,79,22.78,2
28,76,5500000,56,74,72,70,72,68,62,80,65,24.19,3
22,79,3100000,63,69,69,67,70,66,62,63,69,22.68,8
31,74,4900000,72,78,75,77,76,51,72,66,80,23.96,8
25,75,3100000,62,69,75,66,75,82,66,66,66,23.36,2
22,82,9500000,71,75,76,72,75,75,74,57,76,21.74,8
29,70,1400000,62,68,61,59,64,66,72,75,58,22.15,8
27,73,3200000,70,65,74,60,76,86,68,71,69,23.84,2
21,80,4200000,54,74,72,69,73,78,59,69,73,24.62,6
27,72,2200000,68,67,73,65,72,77,70,58,67,23.12,8
23,78,3400000,64,73,66,71,70,69,63,71,66,21.16,6
36,70,325000,64,75,63,72,69,48,62,68,70,21.67,6
24,77,7500000,77,72,78,63,76,76,75,46,72,21.6,2
31,72,1600000,61,71,64,68,70,57,63,83,67,22.99,6
25,76,2700000,63,78,73,73,77,67,62,65,71,23.05,6
23,75,2400000,59,71,72,68,72,68,62,75,71,24.49,8
20,80,3500000,69,72,68,71,72,65,65,74,70,21.85,8
31,72,1900000,73,73,70,64,70,74,67,64,69,23.92,6
23,85,12000000,66,76,68,77,73,66,65,73,75,24.08,6
32,68,800000,62,68,66,72,67,68,65,65,65,24.58,2
27,71,2000000,68,70,74,66,73,88,56,83,68,25.21,0
27,72,2500000,62,75,68,71,72,55,67,76,72,24.05,0
31,72,1900000,74,75,73,69,77,61,80,64,70,23.67,7
31,72,1600000,60,72,64,71,70,62,64,81,65,23.45,8
27,70,1600000,56,72,74,69,71,68,59,59,68,20.86,2
28,78,10000000,60,78,70,76,74,70,54,77,75,21.15,5
24,74,2600000,68,73,71,68,74,68,68,68,70,22.1,8
25,79,10000000,64,74,82,68,80,82,80,68,67,25.47,2
32,68,950000,72,68,69,65,70,69,68,53,67,23.25,0
19,88,23000000,65,71,86,64,82,89,72,53,69,21.13,8
28,65,725000,62,66,65,67,66,75,66,73,64,23.96,2
26,76,4700000,58,76,73,75,77,62,67,76,72,23.37,8
29,70,1600000,54,71,69,70,72,75,62,66,69,21.46,2
22,78,3100000,52,71,75,68,73,66,64,74,65,21.2,8
31,71,2100000,71,74,70,69,74,63,66,70,72,22.47,8
23,81,11500000,74,77,78,75,78,78,66,63,83,22.59,2
21,77,3000000,62,76,78,73,77,64,51,72,71,24.45,8
25,78,15500000,75,78,81,72,77,78,68,63,75,24.06,8
29,71,1600000,67,74,72,72,73,70,64,67,70,22.41,8
24,75,2400000,54,75,68,66,71,73,63,54,68,21.1,6
26,73,2300000,65,72,70,73,72,63,75,70,74,23.37,8
35,73,1200000,69,76,71,73,75,74,69,60,73,23.39,2
33,67,300000,76,69,64,72,71,43,72,77,63,22.09,8
26,73,2400000,68,69,69,64,69,82,74,66,70,23.12,2
29,68,1200000,58,68,64,65,67,74,67,71,69,24.07,0
28,73,2700000,55,68,60,60,65,77,50,88,53,23.94,6
26,77,9000000,71,70,84,61,77,87,69,56,70,23.39,1
24,82,12000000,74,77,76,73,77,71,77,45,77,21.73,8
36,75,1800000,64,76,80,74,78,62,76,58,75,23.46,2
29,68,1200000,50,71,69,68,70,55,68,74,66,23.63,8
24,78,3500000,64,72,72,68,74,69,66,69,69,21.85,8
27,69,1500000,52,73,61,70,65,67,76,69,73,24.03,2
27,74,3100000,53,78,70,75,72,70,64,80,75,22.53,2
23,79,8000000,72,75,82,67,77,84,70,42,70,25.7,1
33,76,4700000,74,79,76,73,78,74,72,48,80,22.41,1
29,71,1800000,68,66,73,65,74,76,64,57,64,24.22,2
25,72,1800000,65,69,69,68,71,82,66,61,70,22.09,8
25,76,5500000,65,68,78,65,78,75,64,62,73,22.28,8
35,70,650000,73,74,70,69,74,68,72,62,73,21.88,0
37,77,3400000,82,73,86,73,84,72,78,68,83,22.2,1
26,74,2900000,61,77,73,71,77,71,54,52,70,21.22,6
32,76,6000000,73,70,78,61,78,84,65,65,67,21.95,8
27,70,1300000,61,65,55,66,58,70,64,76,57,23.5,0
25,75,2100000,58,73,65,72,72,68,68,62,67,19.87,8
29,67,1000000,67,67,62,67,66,70,65,63,67,23.12,0
30,66,825000,64,66,65,66,66,71,66,54,66,21.47,8
25,70,1300000,75,69,62,73,70,55,81,61,66,22.12,8
27,76,6500000,61,74,83,71,80,73,70,69,71,22.76,2
30,75,6500000,74,76,80,64,80,77,66,60,71,21.47,7
30,65,675000,68,66,62,67,66,67,63,66,63,22.04,2
24,83,16500000,75,75,83,68,78,80,71,43,73,22.03,2
25,77,3100000,67,73,73,70,73,72,59,73,65,23.66,8
25,76,2200000,61,71,65,69,71,66,64,69,68,22.96,8
31,65,600000,58,63,62,61,61,73,56,89,62,24.91,0
28,72,2400000,71,62,72,61,74,91,69,54,53,23.72,7
22,77,2300000,64,72,57,69,68,69,69,62,66,24.81,6
27,77,11500000,74,74,82,53,77,89,71,40,69,23.37,2
23,79,6500000,67,78,73,75,76,70,73,55,77,22.53,8
29,66,825000,66,66,66,66,68,74,66,65,65,22.94,8
28,74,3700000,54,73,64,69,69,71,60,74,68,23.55,8
30,72,2000000,67,68,65,72,70,63,63,74,68,24.52,8
24,76,3400000,60,77,72,76,75,63,69,56,73,22.72,8
28,72,2400000,70,71,72,68,70,81,70,73,76,24.9,7
29,71,1600000,62,70,66,67,66,69,56,60,67,23.2,6
34,73,1000000,63,73,65,70,70,32,66,79,69,23.18,6
29,76,7500000,65,79,79,76,78,72,71,45,77,22.89,1
28,76,5500000,67,75,70,69,75,68,49,76,66,22.49,6
28,68,900000,64,69,71,65,71,74,72,54,67,22.94,7
28,71,1500000,58,66,72,62,68,73,49,87,62,24.06,0
30,71,1600000,62,69,65,68,66,50,61,81,67,23.29,6
24,84,22000000,77,74,83,68,81,81,67,60,79,22.92,8
34,76,3400000,59,76,78,69,78,62,74,68,71,22.5,7
31,73,2100000,66,68,69,67,68,58,68,82,68,25.2,6
24,73,2000000,68,73,69,69,73,73,62,59,68,23.78,1
33,76,4700000,76,77,78,74,79,70,69,53,78,21.8,8
22,80,4200000,64,66,77,62,70,91,62,43,57,20.98,0
29,72,2300000,69,79,70,76,75,66,60,65,75,22.64,8
34,73,1400000,69,72,72,63,75,79,69,67,71,22.34,1
25,76,2700000,65,80,72,75,72,72,62,51,68,23.24,1
24,75,2400000,57,72,68,69,70,69,64,63,68,22.15,8
23,80,5500000,57,72,67,73,69,67,68,76,68,23.33,6
21,80,5000000,54,74,76,70,77,59,53,65,68,22.13,6
21,88,13500000,65,80,65,77,76,79,48,76,52,20.9,6
24,78,3500000,67,74,68,65,70,66,74,82,67,23.77,2
28,75,5500000,75,72,77,70,76,66,76,55,69,22.92,8
22,78,3100000,48,70,70,67,72,65,71,66,68,22.32,8
23,77,3200000,64,74,63,73,69,65,52,87,67,22.53,8
26,69,1400000,68,72,66,69,70,70,65,53,68,22.09,8
30,67,850000,62,68,68,63,67,72,62,65,69,23.7,8
22,79,4000000,56,72,71,67,73,76,62,80,66,22.09,8
22,82,11500000,69,68,79,62,78,80,73,44,69,23.94,1
28,72,2300000,67,75,74,70,75,59,70,58,75,24.28,7
27,71,2000000,71,70,72,62,71,73,79,77,69,23.15,7
29,69,1400000,66,74,73,65,74,80,68,45,70,21.88,8
22,78,3100000,55,70,72,68,69,62,71,65,71,23.05,8
19,87,10000000,67,69,79,63,72,86,68,75,63,22.78,2
25,76,7500000,48,77,50,76,70,70,62,83,52,24.54,6
26,75,3700000,59,77,68,74,77,64,63,64,73,22.84,8
25,78,4200000,69,71,71,67,70,73,52,79,73,24.16,8
29,71,1800000,76,75,67,76,74,49,79,61,71,22.71,8
25,72,1800000,70,71,70,69,71,40,70,63,71,24.39,8
29,70,1600000,48,73,70,70,72,67,68,62,71,21.91,0
27,76,8000000,71,76,75,74,77,82,74,44,78,23.84,2
32,71,1200000,72,71,60,69,68,60,69,74,64,24.86,8
28,68,1200000,56,70,70,67,69,76,71,71,71,23.2,2
26,75,3800000,68,73,74,66,75,81,69,38,73,23.72,2
34,71,875000,71,76,74,74,75,64,72,50,76,23.24,8
31,69,1100000,65,73,68,70,70,71,71,49,68,23.26,2
30,73,2900000,72,69,75,66,73,77,76,59,72,24.03,2
25,72,1800000,58,70,70,68,72,68,63,80,67,26.67,0
29,74,4100000,71,68,73,71,74,80,75,43,75,24.21,8
35,76,3200000,60,82,73,81,76,31,73,75,80,21.56,6
27,71,1800000,56,73,66,73,72,64,75,76,70,22.74,8
24,77,3600000,70,72,76,68,75,77,71,52,72,24.26,1
25,79,9000000,57,74,68,70,72,62,54,80,65,22.86,3
25,75,2300000,63,68,71,73,74,69,58,75,66,21.22,8
29,71,1800000,64,77,68,76,75,63,62,69,69,23.45,6
32,68,950000,64,68,72,56,68,66,67,67,66,21.91,8
28,71,1900000,69,75,72,73,75,61,75,64,74,21.15,8
29,70,1400000,60,72,58,69,66,49,70,60,65,23.85,0
29,65,700000,72,68,67,66,66,63,65,58,68,25.1,0
19,85,7000000,70,75,74,74,77,77,64,66,77,20.09,8
27,66,900000,67,69,63,67,65,55,66,73,65,23.5,8
26,70,1200000,59,70,64,65,70,58,68,63,71,21.3,8
25,67,775000,56,64,60,61,63,75,54,92,61,24.49,6
22,80,7000000,71,74,77,63,78,84,69,67,76,21.2,0
29,69,1200000,60,63,62,65,58,53,63,71,64,22.26,0
29,68,1200000,67,72,63,70,68,66,70,53,72,22.09,8
25,80,14000000,71,71,82,65,81,89,73,55,75,22.86,2
23,79,4800000,64,74,81,66,81,84,61,60,71,22.96,2
33,70,675000,71,72,69,69,71,64,44,73,66,23.89,2
29,75,6500000,71,71,82,68,78,79,75,55,75,21.22,1
21,79,3100000,52,69,68,73,71,64,72,73,67,23.92,0
20,87,23000000,75,77,83,69,80,78,65,50,73,24.93,2
22,82,4000000,64,73,68,72,74,54,66,75,73,21.1,8
24,81,10500000,56,76,75,75,75,64,57,69,69,21.62,6
32,73,2400000,71,74,74,79,78,60,75,55,77,23.12,7
28,70,1400000,56,68,66,67,67,65,64,72,66,23.46,6
26,73,2800000,67,68,75,65,74,80,66,60,65,23.67,2
31,75,4700000,75,75,78,74,79,71,75,72,77,24.21,7
25,72,1500000,59,65,68,62,67,64,63,77,67,22.41,2
26,75,3100000,67,71,72,68,74,78,73,42,68,23.12,8
28,75,5500000,68,80,77,72,78,65,62,67,80,21.6,0
31,69,975000,65,68,67,66,70,34,66,69,68,25.06,5
34,68,550000,72,70,70,64,68,60,61,81,72,24.76,8
26,77,9000000,76,76,80,73,81,75,70,60,76,21.3,2
27,72,2500000,68,72,74,63,76,67,73,68,72,24.06,8
31,72,1900000,70,69,77,63,70,94,76,58,66,22.09,1
29,71,1600000,50,76,63,73,66,65,70,61,72,22.53,6
19,81,3200000,59,74,72,71,72,75,60,68,69,22.13,0
24,78,3700000,65,74,74,65,75,80,65,59,71,22.65,0
37,77,2100000,70,78,66,78,78,51,52,63,69,22.22,8
28,75,5500000,77,73,77,68,82,71,82,38,81,21.22,7
26,71,1900000,66,71,74,66,70,64,67,62,75,22.16,8
21,88,52500000,75,78,87,70,82,92,54,51,76,23.53,1
26,72,2200000,70,70,77,66,74,68,68,37,68,21.89,1
31,76,7000000,78,77,81,64,76,68,74,58,74,22.57,7
28,75,5500000,70,75,79,64,77,72,72,61,75,26.06,8
23,78,9000000,62,77,75,72,78,61,56,80,78,22.4,6
23,80,8000000,53,75,69,75,75,61,50,73,69,21.78,6
26,72,1800000,73,72,71,70,70,55,68,80,70,23.33,8
29,70,1600000,73,70,72,66,71,66,67,57,72,24.68,8
31,73,2500000,73,73,72,68,73,73,66,74,70,22.31,2
21,78,16500000,82,79,82,75,77,75,70,58,75,23.66,1
28,68,1200000,59,70,67,64,69,54,66,76,68,22.28,8
20,88,18000000,72,70,78,50,77,86,60,75,72,23.41,0
19,81,2400000,48,72,68,64,68,62,64,64,69,21.11,8
24,73,1700000,64,69,67,67,69,72,68,70,63,22.72,8
26,74,3600000,74,77,75,73,75,65,67,48,76,22.6,8
18,83,3100000,80,67,65,70,67,77,58,67,71,21.55,2
31,70,1300000,65,69,72,67,74,74,70,65,64,22.66,7
25,80,17500000,72,78,80,75,80,76,73,43,79,20.23,2
25,71,1400000,68,71,69,69,68,68,71,60,69,21.3,2
37,70,120000,63,69,66,64,67,62,65,75,65,23.46,3
28,68,1200000,61,70,68,66,70,68,64,60,69,22.98,2
30,70,1500000,68,73,71,69,70,76,68,78,70,21.39,7
26,69,1100000,53,67,63,64,66,81,75,74,60,23.66,6
23,74,1900000,62,72,69,68,70,79,65,66,71,22.39,2
31,69,975000,67,72,65,69,70,65,75,68,75,23.46,6
24,75,2700000,58,74,67,76,71,56,61,69,73,23.36,0
30,70,1500000,72,71,70,72,73,49,75,85,79,22.46,4
24,80,11000000,72,71,80,64,78,81,75,55,70,23.36,2
28,69,1200000,51,68,68,65,69,67,62,76,64,24.54,6
26,75,4400000,52,76,64,78,72,46,68,75,70,22.2,8
24,78,3700000,41,75,67,71,69,65,72,67,69,22.94,8
26,73,2100000,65,69,71,62,71,85,57,69,62,22.86,2
37,70,80000,73,70,70,70,72,63,48,77,70,21.31,2
30,69,1200000,58,72,69,68,70,68,57,64,60,22.72,8
25,72,2600000,76,76,72,63,75,84,68,45,68,21.38,8
34,72,1100000,69,75,72,71,74,55,60,63,72,21.11,8
33,71,1200000,66,72,75,70,75,58,68,55,75,21.8,8
30,71,2200000,77,63,73,61,69,75,76,75,69,26.87,1
28,71,1900000,69,66,74,63,73,80,76,54,66,22.72,2
30,64,550000,63,66,64,65,66,74,60,86,62,26.17,6
30,67,975000,66,70,65,70,69,52,69,81,70,25.38,8
35,70,425000,64,69,61,68,67,32,66,72,67,23.41,6
25,73,1900000,63,72,67,68,70,70,58,57,66,22.59,6
30,68,1000000,63,67,62,63,65,54,73,78,62,23.67,2
27,77,6000000,62,77,73,76,73,57,51,77,70,21.71,6
18,85,7000000,64,70,79,61,77,77,71,67,69,22.59,2
38,79,6000000,74,85,87,82,89,69,68,51,81,24.91,7
30,68,675000,70,71,67,70,73,49,65,70,67,21.85,6
37,70,325000,68,75,70,76,72,38,76,66,67,23.89,8
25,80,14000000,74,75,82,64,81,76,73,52,77,22.65,2
23,84,21000000,66,68,85,53,80,91,72,52,69,19.35,2
20,82,5000000,64,75,71,75,75,66,65,58,73,20.99,2
20,82,5000000,64,78,76,74,76,68,73,65,73,21.45,8
25,70,1600000,56,69,67,65,74,44,76,51,67,25.18,8
38,76,2400000,77,80,81,74,82,55,78,60,77,23.15,8
30,68,1200000,56,69,72,61,72,68,63,74,66,22.15,6
23,79,4800000,67,73,73,67,72,79,63,58,66,21.78,2
25,82,15500000,63,75,76,65,75,71,82,44,75,22.59,2
26,78,6500000,52,72,69,71,72,70,43,95,64,22.92,6
25,76,6500000,70,67,80,62,74,92,66,38,69,24.45,2
31,72,1900000,73,69,72,63,71,85,68,62,68,20.01,1
24,72,1700000,72,70,73,70,70,65,72,54,67,22.28,2
36,67,325000,70,70,60,71,65,48,71,66,72,24.69,8
24,74,2600000,65,71,73,66,70,88,57,64,65,22.49,2
32,70,1300000,71,62,72,63,70,71,68,56,65,23.46,8
21,83,9500000,72,75,81,64,77,73,65,61,67,20.55,2
33,64,350000,59,65,67,62,70,73,64,73,64,22.49,2
28,69,1400000,72,73,70,71,72,69,62,54,71,20.75,6
23,80,4900000,59,72,70,68,70,67,59,82,65,18.81,6
28,75,5500000,66,75,82,71,78,76,80,47,75,21.6,7
27,75,6000000,68,71,74,68,76,84,66,43,71,22.5,2
29,71,1800000,72,72,79,69,72,82,68,73,66,22.6,1
25,73,2100000,67,69,74,64,73,83,58,77,67,24.06,1
26,72,2200000,70,75,72,73,76,64,71,50,72,22.15,8
19,82,2900000,72,71,70,73,73,68,67,68,72,21.13,8
29,66,825000,70,67,68,70,68,61,72,62,67,23.51,8
25,74,2000000,68,71,70,69,72,41,61,72,68,23.15,8
28,71,1900000,70,75,66,75,75,50,72,75,72,23.66,0
34,73,1000000,47,76,64,72,72,46,54,78,65,22.88,3
22,79,4300000,63,74,75,70,74,63,64,55,71,22.34,8
22,81,9000000,64,78,76,75,81,65,66,63,76,20.52,8
34,78,5500000,74,76,80,72,86,49,77,41,80,20.3,7
34,69,500000,73,71,63,73,72,44,69,75,66,24.78,5
26,74,4600000,65,69,75,62,75,92,65,63,65,22.59,8
31,72,1600000,54,69,66,73,65,55,68,80,62,22.5,6
28,72,3100000,68,77,73,72,75,55,77,51,72,22.99,2
29,69,1200000,63,72,66,66,70,72,66,63,64,22.86,8
36,73,1000000,72,74,75,73,74,74,70,74,73,24.98,6
26,70,1600000,56,74,65,68,70,73,52,62,69,24.69,0
28,72,2400000,77,73,73,76,76,63,74,68,76,23.62,8
36,73,600000,60,73,60,72,72,41,67,75,69,23.12,3
31,70,1100000,62,67,68,65,70,52,68,73,64,25.11,0
36,77,3400000,79,81,78,77,80,65,77,52,77,20.8,2
30,71,1800000,70,66,73,56,72,82,60,67,65,25.03,8
26,72,1800000,56,71,68,72,70,75,60,75,65,23.12,8
29,73,3000000,68,68,70,63,68,88,65,61,66,22.05,7
25,76,4000000,70,73,73,71,73,76,71,58,73,23.37,8
31,74,3100000,74,76,72,74,75,37,42,72,62,22.6,6
23,77,2900000,53,70,65,64,69,74,63,71,66,24.42,1
23,84,12500000,66,75,81,73,78,63,81,48,78,22.46,2
34,66,300000,65,70,61,66,62,42,69,66,65,23.25,8
28,73,3100000,69,75,76,76,76,54,76,45,76,23.67,7
21,77,2700000,61,70,72,65,73,69,58,71,69,22.46,8
33,78,9000000,79,83,80,77,84,50,69,46,82,21.8,8
27,66,650000,55,68,64,68,66,64,67,63,58,22.74,8
28,71,1900000,65,69,68,64,67,85,73,52,71,28.8,2
28,67,1000000,52,68,65,67,67,71,69,72,66,20.37,8
34,73,1000000,65,73,70,70,73,51,56,79,69,23.04,8
23,79,8500000,69,75,79,69,78,69,81,47,73,21.3,1
26,73,2800000,66,74,72,68,74,74,61,70,75,23.2,0
33,70,975000,50,78,59,70,70,67,64,60,65,23.23,8
26,69,1400000,55,69,69,74,70,65,56,80,64,22.79,8
24,74,2300000,69,64,70,59,68,83,58,72,63,24.24,1
28,74,4200000,71,77,75,75,77,49,75,56,78,24.92,8
28,72,2300000,61,74,76,71,77,65,75,48,72,24.64,8
22,78,3600000,56,73,72,69,74,65,67,63,68,22.53,8
30,74,5500000,70,73,80,60,72,80,78,64,72,24.62,1
25,71,1900000,78,66,73,63,70,72,76,57,68,22.49,7
35,74,1700000,65,79,78,75,76,57,73,40,77,24.39,7
27,75,6000000,69,68,75,62,73,88,67,71,67,24.15,2
26,72,2600000,71,71,77,55,76,76,65,67,67,22.22,2
32,65,550000,53,68,65,59,70,69,67,65,59,23.94,8
37,69,275000,64,72,66,70,71,52,64,65,72,24.3,6
32,78,9500000,58,79,70,72,75,40,59,80,72,23.17,6
31,68,1000000,65,66,66,59,62,72,66,76,60,23.89,2
33,71,1200000,71,68,73,63,72,77,71,51,69,23.67,8
27,71,1700000,67,70,66,60,69,85,60,67,65,22.53,0
25,71,1400000,44,72,64,64,70,79,52,90,63,24.62,6
35,73,1800000,74,78,72,72,76,64,69,62,82,23.39,7
25,77,7000000,68,68,74,57,73,93,66,55,70,24.22,2
30,71,1800000,62,74,70,71,72,53,70,60,77,21.6,8
33,66,525000,62,68,62,65,64,64,63,64,71,22.46,8
22,83,9500000,70,74,75,70,75,74,77,57,76,23.95,1
32,67,800000,65,69,65,65,70,51,69,62,71,23.77,8
29,68,1200000,60,68,64,66,63,61,67,69,74,23.39,0
29,68,1200000,72,74,67,72,71,61,66,67,67,22.47,8
26,73,2800000,66,72,74,68,75,78,68,50,72,21.3,8
23,80,6500000,68,67,83,59,75,81,68,64,69,20.75,2
22,78,3800000,68,69,76,63,71,72,70,57,69,23.66,8
28,69,1200000,64,68,61,65,67,64,57,65,63,24.45,0
29,71,1800000,59,75,78,72,76,73,65,51,73,22.05,8
32,72,1600000,51,74,70,70,73,68,71,74,65,22.22,0
29,67,875000,69,69,65,68,67,55,62,71,64,23.77,8
27,77,6000000,46,74,70,71,69,66,54,83,63,22.41,3
30,67,975000,62,68,63,65,67,68,64,68,70,22.72,2
25,73,1800000,65,73,71,69,70,64,67,73,71,23.81,6
24,79,4800000,65,71,76,70,78,76,52,50,64,22.68,2
35,68,350000,61,71,74,76,72,59,73,75,65,25.56,6
35,75,2300000,66,68,77,64,76,82,70,51,70,25.21,2
22,75,2400000,64,70,71,68,70,75,66,63,69,21.33,8
26,72,1600000,62,67,66,66,65,63,59,80,61,24.45,8
30,71,1800000,67,67,74,65,71,83,71,44,67,24.26,2
23,80,6000000,67,73,82,68,76,72,67,65,70,21.85,2
20,82,9500000,70,76,80,72,78,73,77,55,78,22.72,1
30,74,4100000,72,71,76,58,70,90,59,52,73,24.77,1
35,66,350000,69,66,68,67,68,63,68,70,67,21.95,8
36,68,275000,68,71,70,71,73,35,61,75,63,23.85,8
31,71,1600000,70,69,70,71,72,71,71,58,70,22.31,8
32,73,2400000,65,71,76,69,77,78,75,35,70,22.66,1
20,76,2700000,67,74,74,70,72,77,59,55,67,22.86,8
28,70,1300000,58,71,69,68,68,58,62,71,64,22.28,8
27,76,8000000,70,73,81,66,78,77,66,41,74,22.31,8
26,73,2800000,70,72,73,71,73,72,70,41,70,23.04,2
26,79,9000000,43,74,71,69,74,60,66,82,72,23.08,3
26,75,5000000,76,74,79,69,74,78,69,65,68,22.45,8
21,81,2100000,58,66,69,64,68,71,65,65,66,24.39,8
23,77,3100000,69,68,70,68,71,80,71,50,67,21.95,1
25,72,1700000,59,72,74,69,72,70,63,60,66,23.46,2
28,70,1600000,65,68,71,63,70,75,62,57,66,24.62,8
27,73,3200000,66,71,78,68,69,78,77,53,74,24.06,8
31,70,1300000,63,68,74,60,73,72,66,54,68,23.39,2
22,76,2800000,70,75,72,76,73,65,48,68,77,22.23,0
26,74,3600000,67,73,73,63,73,74,73,67,74,22.59,7
23,74,2000000,69,72,69,68,71,61,61,61,65,23.94,8
33,68,750000,67,72,64,71,70,50,67,68,69,23.04,8
33,72,1200000,70,76,70,76,73,47,62,71,68,22.35,8
27,66,900000,59,66,62,65,65,68,60,84,66,20.45,0
29,69,1400000,59,74,71,73,72,67,68,57,75,22.65,8
25,70,1200000,67,70,63,68,64,64,66,75,69,21.91,8
22,85,23500000,69,69,87,56,80,84,74,47,68,23.66,1
34,73,1400000,72,77,71,72,77,44,78,62,78,21.16,4
31,73,2500000,68,71,77,62,72,85,56,53,59,22.2,2
35,69,375000,73,71,66,71,70,48,70,67,69,23.89,8
27,75,6000000,77,77,83,67,82,81,70,42,68,25.65,2
26,68,1300000,61,68,67,68,68,58,68,66,66,24.9,3
29,65,700000,56,67,65,64,66,63,63,67,67,23.55,0
30,77,10000000,75,77,77,71,75,90,59,53,73,20.9,2
35,67,400000,73,70,62,71,68,33,70,85,69,24.25,7
34,70,675000,67,70,66,71,70,51,68,74,74,23.91,8
30,77,10000000,70,67,83,60,82,80,78,53,75,24.03,8
26,71,1600000,62,71,66,70,67,75,59,65,66,22.84,0
28,70,1600000,68,66,73,61,68,82,72,82,64,22.34,2
29,72,2300000,65,69,70,72,75,67,66,60,77,21.45,8
30,70,1300000,66,72,62,68,72,62,69,77,61,26.64,6
26,68,1100000,67,69,68,65,69,61,65,60,63,22.72,2
24,81,11500000,72,72,78,65,76,91,75,70,73,21.97,2
24,77,3200000,38,71,63,72,73,86,64,85,63,22.28,6
28,68,1200000,63,68,70,65,67,76,59,59,61,23.89,8
26,77,5500000,71,73,80,63,76,74,73,47,71,24.06,0
23,73,1600000,62,69,68,67,69,70,60,64,67,21.37,8
27,68,1200000,53,70,71,66,70,62,65,59,70,22.53,8
28,69,1200000,47,65,61,64,64,59,56,73,66,23.26,6
30,73,2900000,78,67,74,65,73,78,72,54,73,22.4,2
23,77,2700000,68,71,68,68,70,68,65,66,71,24.3,8
23,80,5000000,68,70,71,65,72,84,72,58,67,21.74,7
20,79,3000000,63,76,70,60,72,71,70,60,68,23.45,2
24,80,8000000,42,75,63,72,70,67,63,78,66,22.47,6
26,73,2300000,59,75,69,71,71,70,66,71,70,21.95,8
21,79,3600000,55,73,69,70,72,60,64,64,69,23.48,8
30,71,1800000,64,77,64,77,73,48,71,74,74,23.57,8
24,83,14000000,56,80,76,78,77,46,73,70,80,20.91,8
23,76,2800000,64,74,78,69,71,77,67,60,73,23.12,8
34,67,350000,74,66,62,65,63,53,65,70,64,23.89,6
35,68,350000,58,70,62,68,70,56,57,75,73,23.88,8
23,72,1500000,62,69,69,62,68,70,65,64,68,23.24,0
31,65,525000,66,62,64,57,63,77,62,49,64,23.18,1
28,68,1200000,70,72,67,70,71,63,71,82,69,24.49,2
24,77,6000000,72,74,74,66,75,74,71,42,72,23.41,8
32,68,975000,61,67,62,63,63,93,60,61,63,22.41,1
24,75,3200000,65,69,74,53,73,80,69,73,68,21.56,0
33,71,1400000,77,77,68,70,70,65,74,53,76,22.09,2
29,78,14000000,84,80,81,81,82,71,70,48,80,21.13,7
29,71,1800000,64,64,77,61,75,78,73,34,68,24.44,0
20,81,4100000,63,71,73,70,72,73,70,53,71,19.84,8
26,72,1800000,61,71,76,68,70,78,64,59,68,22.99,2
28,70,1800000,61,74,67,71,72,69,58,71,69,21.95,8
24,78,3700000,71,70,74,67,73,79,72,63,64,23.04,2
22,75,2200000,52,74,70,70,74,69,68,70,69,21.8,0
29,70,1600000,65,75,61,78,64,54,58,63,78,23.5,8
27,68,1100000,53,65,65,59,67,73,54,77,62,24.3,6
27,69,1500000,57,65,67,64,69,77,68,60,64,22.5,2
26,73,2800000,66,66,75,64,76,82,78,52,64,21.04,7
29,68,1100000,63,70,71,64,70,78,60,69,66,23.84,2
30,64,575000,60,61,63,59,62,75,60,78,57,25.22,8
26,76,3600000,70,76,76,72,75,66,65,70,70,22.98,8
18,82,9000000,68,77,77,73,77,70,65,47,77,21.98,8
28,69,1400000,67,66,67,65,66,69,65,71,66,20.98,8
27,72,2500000,65,66,80,60,71,87,66,55,69,21.05,2
21,80,3400000,74,64,71,50,73,87,66,68,62,22.4,2
26,79,15000000,59,75,63,72,75,55,69,83,65,23.37,6
21,80,4200000,58,73,74,64,75,69,68,69,70,22.6,7
32,66,675000,67,71,66,69,69,67,67,59,64,22.22,2
25,67,900000,66,67,63,65,66,66,65,70,64,20.99,8
25,77,5500000,69,65,77,60,78,84,77,58,70,22.68,7
20,79,1300000,63,67,67,64,68,75,62,50,66,21.15,2
22,81,7000000,63,73,82,62,76,82,67,52,73,24.8,2
25,81,18500000,66,75,86,70,82,86,57,67,78,21.3,2
31,70,1500000,72,72,62,74,70,45,66,60,74,22.15,8
31,72,1900000,75,74,73,65,73,72,69,57,73,22.98,8
26,72,2200000,67,68,73,67,71,73,64,60,71,22.4,8
31,69,1200000,70,67,75,64,73,67,67,56,75,23.46,2
20,86,10000000,66,70,82,65,77,83,65,60,73,22.72,2
26,73,2100000,69,72,71,68,70,73,55,53,71,22.04,7
27,69,1500000,67,72,65,64,73,60,73,63,70,25.22,7
